gene_name	qssm	qupm	reference_label	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L
CCT3	134	35	131L	1.1404	1.41668	1.25492	1.30744	0.984231	1.12957	0.782352	1.22088	1.03012	1
CTSA	18	7	131L	1.52244	1.5938	1.29231	1.23244	1.24885	1.36549	0.846963	1.31387	1.08769	1
SIAH1	1	1	131L	1.18685	1.44159	1.20726	0.92109	1.02143	1.06111	0.83331	1.19202	1.25904	1
MAZ	1	1	131L	0.781572	0.761733	1.14103	0.825385	0.880905	1.01069	0.962643	1.16197	1.01542	1
SDF4	5	4	131L	1.34771	1.51214	1.22481	1.10159	1.085	1.08625	0.764268	1.40921	1.00299	1
MED16	5	5	131L	1.10777	1.20736	1.0398	0.914883	1.11318	1.02683	0.825435	1.15344	1.06492	1
NOP58	5	5	131L	1.23261	1.45588	1.25724	1.23083	1.00948	1.02798	0.75326	1.48404	1.01837	1
UBE2D4	3	3	131L	1.48404	1.69978	1.15514	1.07466	1.10379	1.11074	0.709525	1.23657	1.03061	1
VASP	1	1	131L	0.891382	1.06351	1.02565	0.869255	0.834206	0.909651	0.715194	1.18279	0.975018	1
MALSU1	4	2	131L	1.31775	1.43209	1.17164	1.10397	1.13469	1.20172	0.808525	1.16011	1.12247	1
TWSG1	5	2	131L	1.10788	0.956299	1.00132	0.986183	0.994974	1.25374	0.806202	1.03551	1.14157	1
PCNA	67	12	131L	1.6668	1.78891	1.34277	1.23734	1.26797	1.36674	0.865982	1.43424	1.06944	1
C19orf43	20	9	131L	1.83794	1.91935	1.32818	1.86301	1.1868	1.48449	0.74234	1.37933	0.978199	1
CHMP5	15	6	131L	2.1696	2.33161	1.80845	1.58198	1.4464	1.55425	0.981899	1.71005	1.07161	1
MRPL4	5	1	131L	1.10262	1.18258	1.14213	1.05956	1.11978	1.20871	0.78241	1.09678	1.78257	1
HNRNPM	3	3	131L	0.935867	0.899088	1.11677	0.787928	0.722984	0.964027	0.825046	2.14178	0.902441	1
DYNC1LI1	6	5	131L	1.54969	1.59922	1.17639	1.19568	1.17896	1.29388	0.899399	1.25706	1.11018	1
ANAPC1	1	1	131L	1.10273	1.38608	1.2809	1.32512	1.03211	0.941433	0.834819	1.27569	1.20397	1
FUBP1	2	1	131L	1.9766	2.2013	1.42765	2.99452	0.91789	1.75556	0.603413	1.3821	0.788851	1
CTSC	24	8	131L	1.62925	1.70705	1.43456	1.23335	1.24516	1.35572	0.841339	1.4056	1.08816	1
CBR1	11	7	131L	1.67689	2.02738	1.39019	1.34036	1.18262	1.22942	0.789078	1.42497	1.01337	1
SPN	4	2	131L	1.26642	1.84015	1.43837	1.67827	1.05004	1.05669	0.741588	1.25767	1.1464	1
ANK1	1	1	131L	0.945671	1.00035	0.985266	1.08775	0.954826	1.32523	0.826219	1.38334	1.2436	1
UGP2	34	13	131L	1.36802	1.55466	1.26237	1.2678	1.13012	1.33806	0.834314	1.27265	1.0634	1
DGUOK	5	5	131L	1.59809	1.53393	1.24786	1.26746	1.21741	1.47056	0.803443	1.37759	1.15286	1
HINT1	44	7	131L	1.41176	1.49387	1.10685	1.09059	1.18873	1.28227	0.870917	1.09989	1.12478	1
EIF2B2	17	11	131L	1.50462	1.4427	1.24636	1.18954	1.13727	1.31633	0.804372	1.26066	1.0377	1
DDX3X|DDX3Y	1	1	131L	0.932666	0.742163	0.842941	0.822919	0.884791	1.13872	0.663333	0.998915	1.00301	1
STAMBP	2	2	131L	1.18224	1.19487	1.08128	0.999109	0.98311	1.0843	0.708502	1.12632	0.930332	1
CALB1	39	14	131L	1.6925	1.68241	1.29629	1.27767	1.32928	1.43002	0.86932	1.38979	1.02763	1
KIAA1598	10	10	131L	1.1987	1.19989	0.968133	1.04767	0.953955	0.943104	0.773654	1.22548	1.04363	1
PANK2	5	5	131L	1.70053	1.70929	1.2884	1.20141	1.23376	1.42944	0.912177	1.39611	1.10902	1
MOCOS	10	9	131L	1.37868	1.60353	1.076	1.2096	1.15726	1.04682	0.830817	1.09033	1.0621	1
HDHD1	4	3	131L	2.04233	1.85594	1.48654	1.41555	1.42586	1.54791	0.987604	1.58888	1.13785	1
PIP4K2A	8	5	131L	1.48188	1.50803	1.3013	1.14607	1.16632	1.19315	0.806907	1.2926	1.01575	1
PDSS1	3	3	131L	1.74317	1.56481	1.23695	1.30886	1.40821	1.71681	0.95423	1.38238	1.11767	1
YBX3	7	3	131L	1.16134	1.33655	1.12263	1.17131	1.18145	1.19412	0.835067	1.18733	1.07959	1
AFTPH	1	1	131L	1.02686	1.17376	1.09069	1.16365	0.813698	0.897962	0.690285	1.04756	1.07822	1
STX2	1	1	131L	1.31246	1.36411	1.14002	1.21185	0.918256	1.14024	0.780506	1.32097	1.04218	1
COMMD3|NA	1	1	131L	1.35685	1.68116	1.43392	1.22517	1.34019	1.2904	0.880947	1.36364	1.1703	1
YTHDF3	5	2	131L	1.09853	1.1539	0.99802	1.02905	1.0696	1.19038	0.746793	1.25886	0.931796	1
WBP4	3	3	131L	1.09065	1.05316	0.861825	1.11758	0.911928	1.24482	0.751934	0.883551	0.95436	1
SLC3A2	7	4	131L	0.856059	1.09392	1.1508	1.6454	0.654335	0.699901	0.60863	1.03578	0.936814	1
WDR1	19	14	131L	1.53603	1.69288	1.48085	1.38215	1.27793	1.23805	0.844188	1.68374	0.988983	1
CPSF3L	5	4	131L	1.45138	1.46803	1.22554	1.20503	1.23248	1.29297	0.823383	1.33883	1.05753	1
SUMO2	10	1	131L	1.66905	1.90917	1.3962	1.31493	1.31261	1.3904	0.841477	1.5922	1.08567	1
PPIP5K1	1	1	131L	1.02178	1.31177	0.873164	1.10303	1.08114	0.998579	0.775633	1.13095	0.832985	1
RABIF	1	1	131L	1.10773	1.36659	1.10191	1.03986	1.00755	0.986846	0.807213	1.17768	1.02925	1
ARPC5L	5	4	131L	1.53981	1.69567	1.40346	1.26892	1.12491	1.23584	0.837606	1.44722	1.03424	1
CSDE1	1	1	131L	0.783644	0.941954	0.892811	0.962877	0.910305	0.654436	0.695444	1.33742	0.998199	1
PHPT1	22	7	131L	1.92729	2.07887	1.53596	1.55489	1.34241	1.51439	0.871659	1.55383	1.0557	1
NELFE	8	6	131L	1.38823	1.43404	1.22591	1.16576	1.19991	1.40154	0.84835	1.35433	1.12824	1
SEC13	6	4	131L	1.53884	1.58033	1.25925	1.15656	1.18746	1.20894	0.784124	1.37495	1.01836	1
NDRG3	2	1	131L	1.29757	1.63095	1.41614	1.31365	1.43918	1.19505	0.912787	1.56551	1.08071	1
MRPS36	6	5	131L	1.52695	1.77305	1.27571	1.35799	1.23372	1.35423	0.727435	1.36829	1.00317	1
MTHFSD	1	1	131L	1.22245	1.42527	1.17682	1.28956	1.12776	1.48993	0.99314	1.35439	1.1385	1
ATF2	5	3	131L	1.01399	1.13652	0.9545	0.913542	0.94121	1.01292	0.784943	1.26215	0.970536	1
PNMT	1	1	131L	1.42169	1.51929	1.24412	1.13424	1.04906	1.23933	0.783706	1.08083	0.95586	1
KIDINS220	2	2	131L	0.911503	1.11858	0.997129	0.937168	0.907297	1.08785	0.753246	1.05518	0.978671	1
MKL2	3	3	131L	1.54819	1.67564	1.28417	1.35592	1.19688	1.12933	0.891313	1.21304	1.17258	1
EIF3B	2	2	131L	1.16137	1.27203	1.00336	1.26518	0.92844	0.909639	0.801761	1.27358	1.03815	1
FAM213B	1	1	131L	0.995698	1.0505	0.987352	0.995872	0.949285	1.00678	0.765488	1.03836	1.0438	1
FKBP1A	22	4	131L	1.4308	1.38401	1.15197	1.01798	1.20306	1.37256	0.801873	1.10488	1.04917	1
GLMN	5	5	131L	1.4234	1.51615	1.27327	1.29192	1.19096	1.21654	0.813353	1.48081	1.06895	1
DNMT1	1	1	131L	0.902708	1.61012	0.760889	1.00116	0.930059	0.972696	0.731451	0.85691	0.761767	1
WDR11	1	1	131L	1.23937	1.47445	1.48675	1.22147	0.884501	1.29845	0.842703	1.29782	1.06866	1
CHAF1B	21	13	131L	1.58716	1.74131	1.37163	1.17682	1.26677	1.35484	0.898391	1.39537	1.03908	1
CHAF1A	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATP10B	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TTL	6	6	131L	1.32908	1.43289	1.15021	1.00518	1.26874	1.25478	0.850229	1.33914	0.988806	1
TWF1	5	4	131L	1.58255	1.8331	1.41113	1.35963	1.31291	1.251	0.858813	1.35035	0.929631	1
PSMC1	43	21	131L	0.941021	1.39114	1.22423	1.61343	0.904717	1.11442	0.799311	1.2505	0.977901	1
PSMC5	41	16	131L	0.996108	1.2083	1.26758	1.25944	0.93866	1.09041	0.789102	1.20192	1.03654	1
TPMT	17	9	131L	1.5185	1.81574	1.34289	1.26604	1.21999	1.31995	0.806589	1.42052	1.06487	1
UBE2N	19	6	131L	1.35975	1.40807	1.14291	1.15995	1.12697	1.28108	0.817334	1.14381	1.00062	1
UBE2K	10	8	131L	1.67518	1.92916	1.35751	1.25434	1.23416	1.17348	0.821765	1.39993	1.07785	1
UBE2M	8	6	131L	1.65604	1.56517	1.45494	1.33069	1.19244	1.28642	0.824736	1.4138	1.01109	1
WASF2	8	6	131L	1.57754	1.48596	1.3941	1.25087	1.12741	1.08892	0.780554	1.3306	1.0194	1
PDHX	14	8	131L	1.35408	1.41642	1.24197	1.30496	1.0961	1.32397	0.816291	1.22702	1.04818	1
GTPBP3	5	5	131L	1.65282	1.75671	1.38372	1.25903	1.19163	1.35696	0.866156	1.37578	1.11401	1
POMP	3	3	131L	1.5634	1.73478	1.46431	1.33702	1.25346	1.20947	0.81261	1.50044	1.02942	1
GINS2	1	1	131L	1.61287	1.65741	1.56555	1.30396	1.29954	1.32589	0.929523	2.14914	1.13676	1
UBA1	3	3	131L	0.858242	1.00967	1.2275	1.05029	0.746835	0.601876	0.751391	1.24031	0.915674	1
CALR	46	16	131L	1.49019	1.58095	1.34778	1.32733	1.03643	1.21291	0.764397	1.35457	1.03159	1
STX6	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
UHRF1BP1	20	16	131L	1.91111	2.06877	1.51433	1.72384	1.51595	1.33906	1.02163	1.36746	1.22187	1
EDC4	1	1	131L	1.33401	1.61241	1.03235	1.17931	1.14409	1.05096	0.769891	1.59843	0.989101	1
GBAS	9	4	131L	1.55183	1.80153	1.17489	1.23629	1.21855	1.29536	0.808503	1.35026	1.07041	1
L2HGDH	8	7	131L	1.11022	1.27219	1.22787	1.16978	1.07476	1.16693	0.831311	1.32168	1.01006	1
RARS2	8	7	131L	1.70337	1.67197	1.23964	1.19476	1.49796	1.40121	1.00078	1.49899	1.17247	1
POLR3C	3	3	131L	1.62327	1.63336	1.27891	1.22658	1.29769	1.29223	0.858116	1.3689	0.999543	1
TBC1D13	18	13	131L	1.81325	1.83714	1.30116	1.45032	1.36242	1.55832	0.916786	1.42138	1.11252	1
POLR2M	1	1	131L	1.525	1.60976	1.25114	1.06867	1.11445	1.18413	0.729075	1.30448	1.12907	1
TAF6L	1	1	131L	1.29604	1.65702	1.26285	1.11475	1.24548	1.11257	0.930361	1.32655	1.04992	1
TRIM47	2	2	131L	1.18618	1.2912	1.08872	1.04311	1.09808	1.20947	0.760635	1.11616	0.98462	1
PARK7	70	16	131L	1.59311	1.64255	1.11885	1.49343	1.21879	1.51862	0.835196	1.29754	1.01889	1
NAAA	1	1	131L	1.08313	1.41965	1.14194	0.959225	1.20845	0.993751	0.847935	1.27181	1.04939	1
LAMB1	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LYN	1	1	131L	1.1659	1.3011	1.13119	1.37423	1.09571	1.33182	1.11474	1.30692	1.21402	1
SF1	3	2	131L	1.47157	1.31333	1.35968	1.1099	1.20414	1.20164	0.811051	1.22808	1.01182	1
FNBP4	18	12	131L	1.77022	1.80344	1.32426	1.51815	1.45539	1.32033	0.964168	1.29231	1.24137	1
USP24	24	21	131L	1.19802	1.25701	1.02277	1.15828	1.1812	0.994378	0.798777	0.888651	0.934791	1
RNF187	2	2	131L	1.06084	1.15394	1.14675	1.09763	0.986537	1.14887	0.83944	0.972845	1.04661	1
MRPL50	6	3	131L	1.48816	1.49945	1.11339	1.21736	1.29613	1.42325	0.77292	1.28195	1.1334	1
SNUPN	2	2	131L	1.43619	1.58023	1.1636	1.25434	1.30812	1.39238	0.917251	1.37087	0.941748	1
RAP1B	1	1	131L	1.91066	1.15614	1.30341	0.993051	1.0435	1.12294	0.982869	1.33387	2.62218	1
WDR55	7	6	131L	1.32923	1.48557	1.27897	1.14094	1.14063	1.1748	0.810323	1.29028	1.07394	1
ZC3H14	4	4	131L	1.33563	1.45081	1.23079	1.12072	1.06092	1.11911	0.83424	1.34983	1.03438	1
BCAT2	23	11	131L	1.6433	1.66312	1.2718	1.17878	1.30993	1.44723	0.882021	1.41263	1.11774	1
TROVE2	59	24	131L	1.57086	1.69682	1.2009	1.17936	1.25047	1.38061	0.873898	1.27249	1.10337	1
NOP2	1	1	131L	0.185005	0.399929	0.658698	0.753242	0.181546	0.17599	0.704109	1.0252	0.716582	1
COQ7	2	1	131L	0.661847	0.992179	1.11512	1.0599	0.843257	0.874091	0.712292	1.11384	1.08516	1
CDC40	3	3	131L	1.05474	1.31725	1.11544	1.22515	1.14349	1.19511	0.792378	1.24982	1.02796	1
LCP2	1	1	131L	1.46265	1.24115	1.33782	0.966308	1.31801	1.40191	0.915227	1.40287	1.20151	1
SPC24	1	1	131L	1.19405	1.23003	1.09091	1.02571	1.13047	1.21315	0.782832	1.2524	1.10654	1
HNRNPU	6	6	131L	1.19745	1.2684	1.12824	1.12105	1.04036	1.1747	0.863436	1.56837	1.05374	1
DAB2	1	1	131L	1.09559	1.0308	1.06852	0.942324	0.793483	0.571487	0.612799	0.852056	1.10473	1
FAM195B	2	2	131L	1.84317	1.83275	1.34874	1.38671	1.36489	1.42831	0.93727	1.41456	1.3648	1
PPP1CC	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SERBP1	21	8	131L	0.603966	0.764542	1.02015	1.05849	0.632713	0.793048	0.862894	1.15612	1.11067	1
YWHAE	154	18	131L	1.6125	1.62304	1.25832	1.26071	1.25632	1.49688	0.846839	1.37968	1.06178	1
UBE2H	2	2	131L	1.68875	1.77622	1.29163	1.25232	1.26919	1.28203	0.842723	1.41178	1.06515	1
UBE2G1	1	1	131L	1.24648	1.54771	1.04383	0.862809	1.02696	0.880928	0.614096	0.793021	1.09296	1
ZNF609	6	3	131L	1.43869	1.74893	1.21256	1.33303	1.23125	1.21703	1.01279	1.56938	1.1426	1
SLC12A2	3	2	131L	1.50801	1.82627	1.23756	1.26815	1.38068	1.4304	0.811678	1.47809	0.997732	1
EIF5	3	3	131L	1.495	1.36226	1.37755	1.31837	1.17383	1.27365	0.768477	1.75732	0.951931	1
TALDO1	75	21	131L	1.68107	1.81131	1.39847	1.31214	1.25262	1.37546	0.860169	1.41863	1.05252	1
CSNK2A2	2	2	131L	1.33859	1.54581	1.16255	0.996068	1.1389	0.962447	0.757425	1.40895	0.978594	1
GLTSCR2	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PPP3CA	6	4	131L	1.67703	1.82575	1.48021	1.3525	1.33127	1.26408	0.880457	1.4461	1.04171	1
EIF3G	1	1	131L	1.22009	1.61109	1.17179	0.880378	0.920421	0.977487	0.848315	1.11317	0.989684	1
EIF3J	14	9	131L	1.66215	1.94845	1.35306	1.3818	1.21685	1.2294	0.882829	1.42617	1.06839	1
TFAM	10	8	131L	1.5116	1.95227	1.12766	1.47344	1.27453	1.58085	1.14375	1.60421	1.27479	1
AP3S1	1	1	131L	0.892863	0.927336	1.05476	0.995048	0.910706	0.906673	0.788179	1.06519	1.05201	1
ATPIF1	29	6	131L	1.72639	2.87548	1.7691	1.29875	1.871	1.86398	1.00106	2.15423	1.17445	1
TRNT1	1	1	131L	0.856483	0.901542	1.17647	0.746395	0.817588	0.773812	0.658471	1.63976	0.927594	1
CCDC101	1	1	131L	1.66434	1.52586	1.17426	1.0969	1.25316	1.16662	0.841688	1.35767	1.03987	1
GART	51	22	131L	1.71177	2.00908	1.39038	1.35501	1.30472	1.42517	0.858874	1.52135	1.06236	1
RNASEH2A	1	1	131L	1.80062	1.83318	1.65158	1.31768	1.41803	1.18581	0.950391	1.53133	1.11998	1
XRCC3	1	1	131L	1.51115	1.42963	1.24671	1.01457	1.23269	1.29049	0.767725	1.26318	0.800176	1
BCL2L1	1	1	131L	1.59942	2.09682	1.20783	1.15882	1.12089	1.05326	0.664579	1.34498	0.918197	1
DIMT1	5	4	131L	0.871946	1.11195	1.24128	1.19727	0.850141	0.944	0.802305	1.33437	1.0848	1
RAD51AP1	2	2	131L	1.87482	1.81916	1.38201	1.28421	1.39619	1.45667	0.970181	1.46368	1.11006	1
RNF14	1	1	131L	1.25626	0.868106	0.676889	0.842846	1.09299	1.72783	0.787677	0.75433	0.981359	1
DNAJB11	3	2	131L	1.29082	1.33164	1.30663	1.08393	1.03238	0.966771	0.723232	1.18978	1.03734	1
NBAS	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC25A5	3	3	131L	0.849886	1.00719	1.26759	1.32486	0.738444	0.92404	0.733023	1.95868	0.930368	1
GINS4	1	1	131L	1.83503	1.87088	1.5704	1.23	1.23827	1.30043	0.836681	1.90112	0.88284	1
ARSB	7	6	131L	1.77476	1.55401	1.39271	1.21701	1.1991	1.36675	0.81181	1.32624	0.964825	1
IGSF9B|MSI2	1	1	131L	1.04641	1.34542	1.09642	0.963468	1.14491	1.14685	0.896593	1.22958	1.34478	1
TXN2	7	4	131L	1.37768	1.27141	1.02613	1.106	1.16615	1.4262	0.822622	1.11003	0.958133	1
GALNT5	1	1	131L	1.38041	1.10916	1.04089	1.3334	1.139	1.21593	0.874029	0.911067	1.1055	1
GEMIN6	3	2	131L	1.08923	1.17926	0.903672	0.887432	0.975013	1.12613	0.748228	0.941363	1.13895	1
MOB4	1	1	131L	1.06196	1.12116	1.19628	1.03298	1.11288	1.07974	0.838948	1.10774	1.18594	1
CCS	6	5	131L	1.64493	1.76542	1.34947	1.29771	1.18588	1.22023	0.862114	1.46028	1.02097	1
SSR3	1	1	131L	1.1028	1.4538	1.20481	2.10274	0.683587	1.0428	0.727016	1.90752	1.04733	1
DPP8	5	4	131L	1.31521	1.47999	1.0752	1.17199	1.12135	1.08319	0.844367	1.09651	1.14831	1
YWHAH	21	9	131L	1.67615	1.73929	1.33198	1.24634	1.27918	1.40934	0.877663	1.46587	1.0648	1
PPP6C	28	12	131L	1.74041	1.77309	1.43203	1.47614	1.27109	1.43407	0.822702	1.58483	1.02923	1
CES2	2	2	131L	1.87438	1.82979	1.18487	1.45503	1.36287	1.50933	0.839321	1.52589	1.02718	1
CBX1	5	4	131L	1.02263	0.811261	0.806801	0.604471	0.906592	0.915405	0.837711	0.907018	1.22432	1
RSBN1	1	1	131L	0.901744	0.925512	0.876529	1.08569	0.887348	0.974717	0.778918	0.999936	1.02461	1
VPS28	1	1	131L	1.27341	1.13793	0.980237	0.953805	0.998052	1.02851	0.823718	1.45341	0.952876	1
LSM7	3	1	131L	1.43431	1.77262	1.40901	1.16492	1.20331	1.15315	0.788322	1.41317	1.14428	1
U2AF2	3	2	131L	1.32026	1.19639	1.29594	1.06925	1.08879	1.01502	0.860839	1.63594	0.963324	1
UAP1L1	1	1	131L	1.63835	1.85913	1.42503	1.15017	1.1685	1.08847	0.769195	1.58819	0.835788	1
SLTM	1	1	131L	0.779737	0.848145	0.720026	0.92799	0.900611	1.11077	0.824138	1.04439	1.12578	1
RPIA	17	10	131L	1.40058	1.54493	1.24834	1.05822	1.13536	1.29709	0.824934	1.21334	1.23263	1
VAC14	8	7	131L	1.4726	1.52246	1.09424	1.16179	1.15377	1.03274	0.869173	1.21714	1.03892	1
MLLT4	7	4	131L	1.11393	1.30768	1.02095	1.06979	0.998788	1.25783	0.757098	1.19123	0.967553	1
MAX	4	2	131L	0.976901	1.31096	0.790184	0.822166	0.970561	1.13762	0.611469	0.991411	0.982863	1
RPS3A	3	1	131L	0.49643	0.64237	0.893249	0.91469	0.657749	0.67202	0.9131	0.947322	0.955428	1
UVRAG	1	1	131L	0.787917	0.858122	1.59024	0.739423	0.946476	0.60188	0.546584	0.801752	0.610424	1
CDK7	5	4	131L	1.90244	2.43979	1.52552	1.56649	1.20907	1.33866	0.763522	1.49392	0.915475	1
SCRN3	3	3	131L	1.7616	1.68615	1.25811	1.25546	1.23546	1.35421	0.894473	1.5246	1.07905	1
GRN	5	3	131L	1.31676	1.524	1.24109	1.08093	1.12562	1.03279	0.633178	1.16234	1.09352	1
AHCYL1	12	8	131L	1.41787	1.54183	1.21149	1.17754	1.24814	1.34568	0.843449	1.41515	1.07813	1
PPM1H	13	9	131L	1.49899	1.53368	1.22264	1.32193	1.22886	1.48071	0.908081	1.35315	1.14236	1
SCN10A	1	1	131L	1.04819	1.10102	1.00654	0.900492	1.02592	1.03846	0.746389	1.21958	0.984942	1
NUBP2	3	1	131L	1.04418	1.09313	1.09671	0.869222	1.07959	1.08765	0.721912	1.24901	1.06947	1
RBP5	3	3	131L	1.61448	1.7836	1.29448	1.28434	1.23896	1.21936	0.863825	1.45129	1.08341	1
PRKCI	2	2	131L	0.978195	1.19197	1.01696	0.666664	1.12067	0.995153	0.883693	1.17075	1.24723	1
PCSK9	1	1	131L	0.701709	0.681126	0.842317	0.689087	0.697849	0.57226	0.861613	0.825204	1.19735	1
GNB1L	18	9	131L	1.70838	2.05339	1.35284	1.47816	1.27617	1.43204	0.853736	1.49942	1.0292	1
FAHD1	8	6	131L	1.94177	2.09037	1.55004	1.45481	1.34015	1.44533	0.870178	1.56587	1.07961	1
RRM1	43	21	131L	1.42597	1.43841	0.95701	1.1827	1.00259	0.890454	0.812686	1.35642	1.00648	1
SRSF1	11	8	131L	1.09926	1.1368	1.04461	0.946706	0.937769	0.928449	0.82532	1.15113	1.01324	1
HINT3	3	2	131L	1.59021	1.51097	1.22717	1.25323	1.31755	1.48593	1.01884	1.34409	1.17635	1
GALNT2	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NUDT14	2	2	131L	1.69037	1.83517	1.36806	1.28409	1.23373	1.26729	0.87753	1.47011	0.981586	1
PRPSAP1	11	6	131L	0.888685	1.03766	1.06538	1.27571	0.939867	1.24855	0.795122	1.16697	1.03918	1
VTN	1	1	131L	1.05257	1.01329	0.995403	0.922072	0.777957	1.10013	0.830211	1.01068	1.0693	1
CREB1	3	2	131L	1.32593	1.40702	1.19548	1.08477	1.06992	1.15497	0.802724	1.34034	1.07581	1
SETMAR	3	2	131L	1.13435	1.31835	1.08114	0.952604	0.996968	1.16664	0.798032	1.12764	1.01326	1
FKBP4	2	2	131L	1.36559	1.24501	1.14764	1.24641	1.13734	1.3849	0.571997	1.66045	0.957664	1
RAB8A	5	4	131L	1.46917	1.65168	1.34774	1.20504	1.26998	1.43038	0.905693	1.25507	1.12432	1
ATG2B	19	18	131L	1.6449	1.4481	1.17088	1.43402	1.37503	1.30272	0.863862	1.03758	1.08809	1
CD3EAP	2	1	131L	1.06709	1.13668	0.951103	0.980196	0.919826	0.888927	0.730143	1.03862	1.0969	1
AKR1A1	10	7	131L	1.73558	1.81963	1.79694	1.15531	1.3044	1.14724	0.857616	1.75398	0.917844	1
HMGA1	6	3	131L	1.15092	1.27935	0.979467	1.09515	1.06146	1.21683	0.66258	1.22742	1.03897	1
CCNB2	3	3	131L	1.37166	1.56957	1.23055	1.15101	1.17168	1.22018	0.84529	1.36003	1.05311	1
OXSM	7	6	131L	1.69129	1.63365	1.33105	1.25773	1.27911	1.43092	0.833827	1.33877	1.08199	1
GCLM	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCLC	6	6	131L	1.6421	1.78464	1.38282	1.34645	1.32989	1.39444	0.898737	1.50066	1.4525	1
DCXR	19	9	131L	1.41239	1.53724	1.32444	1.11613	1.18393	1.29594	0.841362	1.25981	1.0728	1
GSPT1	19	7	131L	1.95295	1.21897	0.984295	1.23712	1.01564	0.973397	0.798802	1.14908	0.975438	1
PAGE1	1	1	131L	1.01199	0.908561	0.757354	0.903806	0.971079	1.18737	0.692431	0.974426	1.06507	1
BTF3	18	9	131L	1.43481	1.30941	1.24926	1.00407	1.10715	1.27189	0.945467	1.38026	1.13939	1
PLCH2	1	1	131L	1.32381	1.45542	1.12896	1.02092	1.08943	1.26962	0.748405	1.1485	1.00451	1
TPK1	4	3	131L	1.34	1.38219	1.04006	1.07855	1.0814	1.30913	0.893917	1.14504	1.16505	1
DDX6	12	10	131L	1.6974	1.67544	1.30508	1.2446	1.2672	1.313	0.828495	1.62605	0.970081	1
BOLA3	11	5	131L	1.69467	1.66479	1.26543	1.28045	1.26515	1.35584	0.862089	1.39088	1.1217	1
SPATA5L1	9	8	131L	1.11797	1.31231	1.04438	1.10029	1.00833	1.11483	0.781747	1.21276	1.04117	1
HNRNPC	3	2	131L	1.05251	1.15456	1.08714	0.954814	0.96665	1.10253	0.838395	2.23623	0.904787	1
GALNS	6	4	131L	1.60726	1.45604	1.14865	1.0997	1.14573	1.26513	0.778309	1.23643	1.0574	1
KRT2	16	13	131L	2.35608	1.0332	1.14961	2.62389	1.22374	1.89522	1.10365	2.18927	0.849353	1
PHF5A	9	4	131L	1.64392	1.822	1.45785	1.23286	1.21309	1.23191	0.855017	1.4365	1.08281	1
FLYWCH2	2	1	131L	1.6067	1.46782	1.22041	0.945919	1.31118	1.44022	0.807168	1.37057	1.17284	1
SAR1B	5	4	131L	2.00654	2.01727	1.41009	1.43043	1.30175	1.36845	0.838644	1.57743	1.01629	1
FAM76B	2	2	131L	1.2401	1.41711	1.02679	1.06627	1.11709	1.21905	0.795292	1.32514	1.0039	1
MED28	3	2	131L	1.72661	2.23706	1.23288	1.32253	1.44415	1.70441	0.748062	1.62689	0.95758	1
MBOAT7	1	1	131L	0.821573	0.983915	1.0766	1.2265	0.763717	1.05827	0.763601	1.16798	1.07569	1
NARFL	5	4	131L	1.55609	1.81691	1.32018	1.22953	1.47965	1.34311	1.01226	1.52409	1.09563	1
MLYCD	6	6	131L	1.32928	1.59741	1.28894	1.23329	1.19656	1.16741	0.884466	1.27461	1.04036	1
BPTF	1	1	131L	0.982928	0.971397	0.971345	0.808285	0.967115	1.00958	0.679086	0.865385	0.754956	1
NFU1	8	4	131L	1.99508	2.0677	1.37234	1.51422	1.46243	1.54563	0.887996	1.52909	1.06745	1
PRPF19	32	11	131L	1.32987	1.37571	1.13316	1.01988	1.20827	1.34772	0.878375	1.19346	1.06539	1
PAFAH1B1	29	14	131L	1.69226	1.80429	1.37622	1.2826	1.29991	1.51051	0.912896	1.49214	1.12299	1
OXLD1	1	1	131L	1.17069	1.33282	0.89357	0.832497	1.34083	1.34491	0.509296	1.04343	1.00491	1
CHCHD1	1	1	131L	1.33313	1.52867	1.10915	1.08524	1.06919	1.22032	0.826785	1.36881	1.30749	1
DPH2	5	5	131L	1.69325	1.93307	1.31456	1.28296	1.73314	1.63244	1.04254	1.7262	1.32158	1
HIST1H2BL	1	1	131L	1.01254	0.766645	1.12517	1.10755	0.911928	1.16944	0.964356	1.60744	1.08202	1
CMPK2	3	3	131L	1.61649	1.5187	1.36697	1.01801	1.15929	1.1873	0.824351	1.39657	1.01525	1
ECH1	21	11	131L	2.85119	2.89858	2.22406	2.09197	1.56277	1.2642	0.822176	1.72579	0.811877	1
